media_id,tweet_id,handle,posted_at,tweet_url,content_type,genre_refs,like_count,retweet_count,engagement,notable_text,description
3_2004624726358933504,2004624733653107001,USDOL,2025-12-26,https://x.com/USDOL/status/2004624733653107001,news-screenshot graphic,,25638,5119,30757,ENDING MINNESOTA FRAUD. THE DAILY SIGNAL - The Department of Labor launched an investigation into Minnesota's Unemployment Insurance Program.,"Vertical graphic from the Department of Labor. The upper two-thirds is a desaturated black-and-white photograph of Donald Trump in a dark suit with a red tie and an American flag lapel pin, arms at his sides, looking toward the camera; behind him is a blurred aircraft on a runway. A dark navy-to-black gradient frames the edges. Overlaid in large white serif capitals is the headline 'ENDING MINNESOTA FRAUD.' Below is a white rounded rectangle text box with the logo of 'THE DAILY SIGNAL' (with a circular 'S' mark) and black serif text: 'The Department of Labor launched an investigation into Minnesota's Unemployment Insurance Program. The Labor Department sent a letter to the Minnesota Department of Employment and Economic Development saying that recent reports of fraud, waste, and abuse may compromise the integrity of its Unemployment Insurance Program, which provides temporary financial aid to workers who lose their jobs.' A small DOL eagle seal is at the bottom center. The tweet text references 'welfare fraud being committed by TPS Somalis in Minnesota.'"
3_2051286653583364097,2051286832755692008,RapidResponse47,2026-05-04,https://x.com/RapidResponse47/status/2051286832755692008,newspaper front-page graphic,New York Post tabloid front page,19902,9665,29567,"NEW YORK POST / BUTCHERED / Illegal migrant slaughters two women in LI, including mom of three: cops / FULL STORY: SEE PAGES 4-7","New York Post tabloid front page. At the top is the black-and-white 'NEW YORK POST' masthead with a small American flag at left and a 'Page Six' logo at right; a thin pink dateline bar reads 'MONDAY, MAY 4, 2026 / Mostly sunny, 71 / Weather: P. 18 / LATE CITY FINAL / nypost.com / $2.00'. The dominant element is a large white all-caps headline 'BUTCHERED'. To the right in bold white-on-black blocks: 'Illegal migrant slaughters two women in LI, including mom of three: cops'. The left and center feature a large mugshot-style photo of a young man with a goatee and a neutral expression, wearing a white garment. Inset at lower right is a photo of a Wendy's restaurant exterior, with a caption identifying the suspect Rony Yahir Alvarenga Rivera, 22, of El Salvador, and a red 'FULL STORY: SEE PAGES 4-7' flag."
3_2011089507848749057,2011090186629750919,WhiteHouse,2026-01-13,https://x.com/WhiteHouse/status/2011090186629750919,infographic,,23812,4240,28052,Trump administration ends temporary protected status for thousands of Somalis in US. Several thousand Somali nationals currently living in the US must leave the country by March 17.,"A vertical graphic card from the White House. The upper portion is a full-color photograph of President Trump seated in a dark navy suit with a red tie and American-flag lapel pin, hands folded, looking at the camera; an American flag stands to his left and a dark blue curtain is behind him. At the bottom, overlaid on the photo, is a large white rounded-rectangle banner containing the 'FOX NEWS channel' logo (blue and red) and a bold black headline: 'Trump administration ends temporary protected status for thousands of Somalis in US,' with the phrase 'thousands of Somalis in US' highlighted in yellow marker style. A smaller gray subhead reads: 'Several thousand Somali nationals currently living in the US must leave the country by March 17.' The small 'THE WHITE HOUSE' wordmark with its building icon is centered at the bottom."
3_2042269508572717056,2042276085287526532,WhiteHouse,2026-04-09,https://x.com/WhiteHouse/status/2042276085287526532,stylized 'ARRESTED' card,Wanted/Busted rogues-gallery card,21688,6182,27870,ARRESTED. Illegal Alien Violently Kills Innocent Mother Outside Gas Station in Florida.,"Vertical card from the White House. The darkened background photo shows a handcuffed Black man in a black graphic T-shirt (a print reading 'FUTURE DRIVE IN YOUR COUNTRY') being escorted by officers down a corridor or loading area. Inset over it, in a white rounded frame with a drop shadow, is a booking photo of the same man against a cinderblock wall with a partial red 'M'. Across the lower-middle is a red rectangle with white sans-serif capitals: 'ARRESTED.' Below, in white sans-serif capitals, the headline reads: 'Illegal Alien Violently Kills Innocent Mother Outside Gas Station in Florida.' The 'THE WHITE HOUSE' wordmark with building icon is centered at the bottom. The tweet names the man as Rolbert Joachin, an 'illegal alien released into the U.S. under Biden.'"
3_1969146829519364096,1969147079478989220,WhiteHouse,2025-09-19,https://x.com/WhiteHouse/status/1969147079478989220,news article screenshot card,,23461,2713,26174,"Bloomberg - Trump to Add New $100,000 Fee for H-1B Visas in Latest Crackdown.","A graphic styled as a Bloomberg news article screenshot or card. At the top is the bold black 'Bloomberg' wordmark, beneath which a large black serif headline reads: 'Trump to Add New $100,000 Fee for H-1B Visas in Latest Crackdown.' A byline 'By Josh Wingrove and Hadriana Lowenkron' and a timestamp 'September 19, 2025 1:58pm' follow, along with a row of circular social-share icons (Facebook, X, LinkedIn, email, link). The lower half is a color photograph of President Trump in a dark navy suit with a red tie and American-flag lapel pin, looking forward; behind him is a blurred gilded interior with gold molding and an out-of-focus American flag."
3_1972019061522386944,1972019074663342134,USDOL,2025-09-27,https://x.com/USDOL/status/1972019074663342134,news article screenshot card,,20975,3015,23990,DEEP DIVE - Labor Department Threatens H-1B Ban for Rule-Breaking Businesses. (Banner: AMERICAN WORKERS FIRST / AMERICA 250.),"Graphic styled as a news article screenshot or card (Bloomberg-style layout) on a white background. At the top, a small red bold all-caps kicker reads 'DEEP DIVE.' Below it, a large black sans-serif headline reads: 'Labor Department Threatens H-1B Ban for Rule-Breaking Businesses.' A timestamp 'Sept. 25, 2025, 11:42 AM EDT' follows, then a byline row with a small circular author headshot, the name 'Parker Purifoy' and title 'Reporter,' plus envelope and X share icons. Beneath is a color photograph of the Frances Perkins Department of Labor Building under a blue sky, with a large navy banner of President Trump bearing an 'AMERICA 250' mark and the words 'AMERICAN WORKERS FIRST' (the word 'FIRST' partly cropped at the bottom edge) hung beside a large American flag."
3_1972378354415235073,1972378359276699795,USDOL,2025-09-28,https://x.com/USDOL/status/1972378359276699795,poster,,18926,3399,22325,Hire AMERICAN! / Trump Administration launches H-1B Visa Probe 'Project Firewall' / Trump administration to get tough on companies that misuse the H-1B visa / Labor Department Threatens H-1B Ban for Rule-Breaking Businesses,"Poster combining a photo with assembled news headlines. The top is a dark-vignetted color photograph of Donald Trump in a dark navy suit, white shirt and purple tie, wearing a red 'MAKE AMERICA GREAT AGAIN' cap, giving a salute while looking upward. Across the middle in large white type (italic 'Hire' and bold caps) is the text 'Hire AMERICAN!'. Below are three torn-paper-style clipped headlines from outlets: TIME ('Trump Administration launches H-1B Visa Probe Project Firewall'); The Washington Post ('Trump administration to get tough on companies that misuse the H-1B visa'); and a blue Bloomberg Law banner ('Labor Department Threatens H-1B Ban for Rule-Breaking Businesses')."
3_2037277848835416069,2037278775835005096,DHSgov,2026-03-26,https://x.com/DHSgov/status/2037278775835005096,infographic,New York Times data-map graphic,19002,3044,22046,Net immigration fell / Fell more than 50% / Net Immigration FELL In Every Metro Area in 2025 / New York Times / El Paso -95%,"Statistics graphic built around a choropleth map of the United States. A two-color legend at top reads 'Net immigration fell' (light yellow) and 'Fell more than 50%' (orange); counties across the country are shaded accordingly, with most of the West and large areas shaded orange. Black callout labels with arrows point to metro areas and percentages: 'Seattle -31%', 'Denver metro area -72%', 'Chicago -62%', 'N.Y.C. metro area -65%', 'Washington, D.C. -44%', 'L.A. -67%', 'El Paso -95%', 'Dallas -52%', 'Miami -32%'. Below the map, in large navy serif type, is 'Net Immigration FELL In Every Metro Area in 2025', attributed to 'New York Times', with a small White House engraving at the bottom. Posted as a repost of White House content."
3_2042659201420238848,2042659637674045583,WhiteHouse,2026-04-10,https://x.com/WhiteHouse/status/2042659637674045583,statement/quote card,,16491,4067,20558,"if you import the Third World, you become the Third World; NEVER FORGET that Joe Biden and the Democrat Party turned the United States of America into a dumping ground... We are rapidly trying to reverse this decline through Deportations...","Quote card overlaying a Trump statement onto a nighttime photograph. The background photo shows Donald Trump in a dark suit standing outdoors at night holding a black umbrella, speaking to a group of photographers and reporters whose camera flashes, phone screens, and microphones are lit against the dark lawn and trees. A dark semi-transparent gradient is laid over the lower portion. A large faint quotation-mark glyph sits behind the text. The overlaid text in white serif reads verbatim: 'To my fellow Republicans, and frankly all Common Sense Americans, NEVER FORGET that Joe Biden and the Democrat Party turned the United States of America into a dumping ground, allowing Tens of MILLIONS of Criminals, Lunatics, and the Mentally Insane from all over the World to pour into our Country, totally unvetted and unchecked through our wide Open Borders. As I've said all along, if you import the Third World, you become the Third World, and that is what happened over the four years of Democrat Control. We are rapidly trying to reverse this decline through Deportations...' followed by the attribution in bold 'President Donald J. Trump' and italic 'Truth Social, April 9 2026'."
3_1972737933456117760,1972737940813136300,USDOL,2025-09-29,https://x.com/USDOL/status/1972737940813136300,news-headline graphic card,article headline / press-release card,14351,2668,17019,"U.S. Launches ""Project Firewall"" to Step Up H-1B Visa Enforcement; New Department of Labor initiative will tighten oversight of the H-1B program and increase investigations into employers","Designed headline card on a pale cream background, formatted like a news-article or press-release header. The large black sans-serif headline reads: 'U.S. Launches ""Project Firewall"" to Step Up H-1B Visa Enforcement'. Below it is a short coral horizontal divider rule, then a smaller black sub-headline: 'New Department of Labor initiative will tighten oversight of the H-1B program and increase investigations into employers'. There are no photos, seals, or other imagery in the frame; the design is text only."
3_1884421356109885440,1884421357779235022,ICEgov,2025-01-29,https://x.com/ICEgov/status/1884421357779235022,stylized mugshot card,WANTED/BUSTED rogues-gallery card,14615,1856,16471,"ARRESTED AND PENDING REMOVAL; 1/27/2025 | Chicago, IL; Honduran National; CRIMES: Robbery & escape, Retail theft, Confirmed Sureno gang member; CHICAGO","Square card built over a desaturated black-and-white close-up photograph of a young man's face, with a vehicle seat headrest visible behind him. He has short hair, a small beard, an earring, and a teardrop-shaped tattoo under one eye. The left side carries a dark translucent panel holding cyan serif headline text 'ARRESTED AND PENDING REMOVAL' with a white subhead '1/27/2025 | Chicago, IL'. Below in large white sans-serif: 'Honduran National'. A bulleted 'CRIMES:' list follows: 'Robbery & escape', 'Retail theft', 'Confirmed Sureno gang member'. The DHS/ICE seal and 'ICE' wordmark sit in the lower-left corner. A bold red diagonal banner across the lower-right corner reads 'CHICAGO'. The image is high-contrast monochrome."
3_1970949491810275329,1970949495635706159,USDOL,2025-09-24,https://x.com/USDOL/status/1970949495635706159,news-headline graphic card,newspaper article headline (Washington Post style),13635,2286,15921,"Trump administration to get tough on companies that misuse the H-1B visa; The Labor Department said it would start opening investigations into companies that take advantage of the H-1B visa program. Updated September 23, 2025 at 6:07 p.m. EDT","Text-only graphic on a plain white background, formatted as an article header. A large bold black serif headline reads: 'Trump administration to get tough on companies that misuse the H-1B visa'. Below, in a lighter sans-serif subheadline: 'The Labor Department said it would start opening investigations into companies that take advantage of the H-1B visa program.' A grey line at the bottom reads: 'Updated September 23, 2025 at 6:07 p.m. EDT'. No photographs or seals appear in the crop."
3_2007154111943258112,2007154163805987302,WhiteHouse,2026-01-02,https://x.com/WhiteHouse/status/2007154163805987302,infographic,,12886,2632,15518,"2.5 MILLION Native Born Americans Gained Employment Over the past year; 670,000 Foreign Born Workers Lost Employment Over the past year; The WHITE HOUSE; BLS","Two-panel statistics graphic split by a diagonal grey divider. The top panel shows Trump standing in an interior in a dark navy suit, light blue tie, and flag lapel pin, beside a gilded eagle finial and greenery; overlaid white text reads '2.5 MILLION' (large), then 'Native Born Americans Gained Employment', with smaller text 'Over the past year'. The bottom panel shows Trump walking on grass, pointing, with vehicles and trees behind; overlaid is a red box with white text '670,000' and white text 'Foreign Born Workers Lost Employment' plus 'Over the past year'. An engraved 'The WHITE HOUSE' logo is at the top right and small 'BLS' text is at the bottom right. The top figure is in white; the bottom figure is in red."
3_1971677367564156928,1971677370135289929,ICEgov,2025-09-26,https://x.com/ICEgov/status/1971677370135289929,stylized mugshot/evidence card,scrapbook / Polaroid photo-collage aesthetic,11762,2725,14487,"IAN ANDRE ROBERTS SEPT. 26, 2025; LOADED HANDGUN FOUND IN VEHICLE; IAN ANDRE ROBERTS FEBRUARY 2020; ICE LEARN MORE ICE.gov/newsroom","An ICE graphic on a mottled dark-blue background, styled as scattered white-bordered snapshots with handwritten-style captions in a marker font. Three angled photos: (top-left, large) a portrait or booking photo of a bearded Black man in a shirt, tie and vest captioned 'IAN ANDRE ROBERTS SEPT. 26, 2025'; (top-right) a close-up photo of a black semi-automatic handgun in a holster lying on dark fabric, captioned 'LOADED HANDGUN FOUND IN VEHICLE SEPT. 26, 2025'; (bottom-right) an older gray-background police mugshot of the same man with longer hair, captioned 'IAN ANDRE ROBERTS FEBRUARY 2020.' The lower left bears the DHS/ICE seal with 'ICE,' a red banner reading 'LEARN MORE,' and the URL 'ICE.gov/newsroom.' The tweet text identifies Roberts as the Des Moines Public Schools superintendent, 'a criminal illegal alien from Guyana,' arrested with a loaded handgun, cash and a knife."
3_1994899687380242432,1994899693747261528,USDOL,2025-11-29,https://x.com/USDOL/status/1994899693747261528,slogan graphic,nostalgic suburban Americana; warm autumnal small-town aesthetic,11691,2196,13887,Recapture the Dream,"Slogan graphic from the Department of Labor. The background is a sun-dappled photograph of a suburban street in autumn: a cream two-story house with a porch, a white picket fence, golden fall foliage on overhanging trees, a mowed lawn and hedges, and a brick path. An American flag hangs from the house. At right, an adult walks hand-in-hand with a small child down the path. A small circular DOL eagle seal is at center. Across the middle in white italic script is the slogan 'Recapture the Dream.' The accompanying tweet states 'The American Dream has been stolen from the American People' by 'decades of failed policies' that 'prioritized foreign labor' and 'offshored our jobs,' and states a commitment under POTUS to 'restore the American Dream for EVERY AMERICAN.'"
3_1970600402040041472,1970600405093523686,USDOL,2025-09-23,https://x.com/USDOL/status/1970600405093523686,slogan graphic / news-quote card,,11762,2009,13771,Americans FIRST!; End H-1B abuse; Project Firewall enforcement initiative; TIME,"A Department of Labor designed slogan-and-news card. The top half is a desaturated blue-toned photograph showing the silhouetted backs of a crowd of workers (several wearing ball caps) facing a large American flag hung on an industrial/hangar-like wall. Across the middle in large white serif type is the slogan 'Americans FIRST!' ('Americans' in italic, 'FIRST!' in bold). Below, on a white card framed by a navy border, sits a red 'TIME' magazine logo badge followed by reproduced article text in black serif: 'Companies could face probes into their compliance with the H-1B visa program as part of the Trump Administration's effort to clamp down on the program and force companies to hire more Americans. The Department of Labor announced on Friday that it was launching Project Firewall, an ""enforcement initiative"" that will investigate employers for potential abuse of the H-1B visa process.' The tweet reads 'End H-1B abuse. Hire Americans FIRST.'"
3_1884694320655007744,1884694322353750036,ICEgov,2025-01-29,https://x.com/ICEgov/status/1884694322353750036,stylized arrest card,WANTED/BUSTED rogues-gallery card,13145,0,13145,"ARRESTED AND PENDING REMOVAL; 1/27/2025 | San Diego, CA; Afghan National; CRIMES: Known or suspected terrorist, Existing removal order; SAN DIEGO","Square ICE card laid over a desaturated grayscale photograph of a bearded man with short dark hair, indoors (a door and wall are faintly visible behind him); the portrait is soft and slightly blurred. The left side has a dark translucent panel with a cyan or light blue serif headline 'ARRESTED AND PENDING REMOVAL' and a white subhead '1/27/2025 | San Diego, CA'. Below in large white sans-serif: 'Afghan National'. A bulleted 'CRIMES:' list reads: 'Known or suspected terrorist' and 'Existing removal order'. The DHS/ICE seal and 'ICE' wordmark are in the lower-left corner, and a red diagonal corner banner in the lower-right reads 'SAN DIEGO'. The photograph is high-contrast monochrome."
3_2036174588489699328,2036174592704663936,DHSgov,2026-03-23,https://x.com/DHSgov/status/2036174592704663936,edited news headline graphic,fixed-the-headline / mock newspaper edit meme,9542,3570,13112,"Chicago Tribune | NEWS > CRIME AND PUBLIC SAFETY | Chicago police arrest TWICE RELEASED CRIMINAL ILLEGAL ALIEN [Rogers Park man, struck through] in Loyola slaying","A graphic styled as a Chicago Tribune online news article header on a light gray background. At top is the Chicago Tribune masthead in its blue blackletter (Old English) font, with a thin rule beneath it and a breadcrumb 'NEWS > CRIME AND PUBLIC SAFETY' in gray sans-serif. Below, in the Tribune's black serif headline font, is the headline 'Chicago police arrest [Rogers Park man] in Loyola slaying'; the words 'Rogers Park man' are struck through with a hand-drawn red line, and red italic bold capitalized text 'TWICE RELEASED CRIMINAL ILLEGAL ALIEN' is placed above that line. As shown it reads: 'Chicago police arrest TWICE RELEASED CRIMINAL ILLEGAL ALIEN [Rogers Park man, struck through] in Loyola slaying.' The tweet text states the Tribune made a 'BLATANT OMISSION' regarding the murder of Sheridan Gorman."
3_1884391324993884160,1884391326201839700,ICEgov,2025-01-29,https://x.com/ICEgov/status/1884391326201839700,stylized mugshot card,,11102,1450,12552,"ARRESTED AND PENDING REMOVAL; 1/27/2025 | Newark, NJ; Edgar Julca Tangoa; CRIMES: Aggravated sexual assault, Child molestation; NEWARK","An ICE arrest card. The background is a high-contrast black-and-white close-up photograph of a person's open hand being cuffed, with metal handcuffs and a chain visible, against a dark backdrop. Large light-blue (cyan) bold serif capital text at top reads 'ARRESTED AND PENDING REMOVAL,' with a white sub-line beneath giving the date and location: '1/27/2025 | Newark, NJ'. On the left side, large bold white sans-serif text names the subject: 'Edgar Julca Tangoa'. Below that a white 'CRIMES:' label with a bulleted list: 'Aggravated sexual assault' and 'Child molestation'. The DHS/ICE seal and 'ICE' wordmark appear at the lower left. A diagonal red banner ribbon across the lower-right corner reads 'NEWARK'."
3_1953128298273226752,1953128594693087364,WhiteHouse,2025-08-06,https://x.com/WhiteHouse/status/1953128594693087364,headline/news-card graphic,,10525,1766,12291,DAILY CALLER; Trump Admin Bars Visas From Men Competing In Women's Sports; The WHITE HOUSE,"A White House graphic built on a photograph with an overlaid headline banner. The full-bleed photo shows President Donald Trump seated at a desk in the White House (a hall setting with American flags behind) signing a document with a black pen, his left hand flat on an open leather portfolio; the round Seal of the President of the United States ('SEAL OF THE PRESIDENT OF THE UNITED STATES') is engraved on the desk front at right. Surrounding and behind him, leaning in and smiling, is a crowd of girls and young women, several in athletic and cheerleading attire (one red-and-white cheer uniform reads 'SOUTH,' another wears 'Under Armour' gear). Across the lower third is a black banner with a red-bracketed 'DAILY CALLER' logo and, in light serif text, the headline 'Trump Admin Bars Visas From Men Competing In Women's Sports'. The White House wordmark and emblem are centered at the bottom. The tweet text reads 'Women's sports are for WOMEN'."
